state,year,CON_6m,enacted_first,repealed,reinstated_CON_ind,enacted_second,note
ohio,1985,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,1985,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,1985,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,1985,1,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,1985,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,1985,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,1985,1,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,1985,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,1985,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,1985,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,1985,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,1985,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,1985,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,1985,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,1985,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,1985,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,1986,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,1986,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,1986,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,1986,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,1986,1,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,1986,1,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,1986,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,1986,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,1986,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,1986,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,1986,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,1986,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,1986,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,1986,1,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,1986,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,1986,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,1986,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,1986,0,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,1986,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,1986,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,1986,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,1986,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,1986,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,1986,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,1986,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,1986,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,1986,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,1986,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,1986,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,1986,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,1986,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,1986,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,1986,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,1986,1,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,1986,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,1986,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,1986,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,1986,1,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,1986,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,1986,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,1986,1,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,1986,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,1986,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,1986,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,1986,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,1986,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,1986,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,1986,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,1986,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,1986,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,1987,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,1987,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,1987,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,1987,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,1987,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,1987,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,1987,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,1987,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,1987,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,1987,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,1987,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,1987,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,1987,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,1987,1,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,1987,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,1987,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,1987,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,1987,0,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,1987,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,1987,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,1987,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,1987,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,1987,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,1987,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,1987,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,1987,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,1987,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,1987,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,1987,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,1987,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,1987,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,1987,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,1987,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,1987,1,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,1987,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,1987,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,1987,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,1987,1,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,1987,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,1987,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,1987,1,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,1987,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,1987,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,1987,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,1987,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,1987,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,1987,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,1987,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,1987,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,1987,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,1988,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,1988,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,1988,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,1988,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,1988,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,1988,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,1988,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,1988,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,1988,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,1988,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,1988,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,1988,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,1988,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,1988,1,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,1988,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,1988,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,1988,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,1988,0,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,1988,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,1988,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,1988,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,1988,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,1988,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,1988,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,1988,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,1988,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,1988,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,1988,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,1988,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,1988,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,1988,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,1988,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,1988,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,1988,1,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,1988,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,1988,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,1988,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,1988,1,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,1988,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,1988,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,1988,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,1988,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,1988,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,1988,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,1988,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,1988,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,1988,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,1988,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,1988,0,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,1988,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,1989,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,1989,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,1989,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,1989,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,1989,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,1989,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,1989,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,1989,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,1989,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,1989,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,1989,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,1989,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,1989,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,1989,1,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,1989,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,1989,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,1989,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,1989,0,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,1989,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,1989,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,1989,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,1989,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,1989,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,1989,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,1989,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,1989,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,1989,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,1989,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,1989,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,1989,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,1989,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,1989,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,1989,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,1989,1,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,1989,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,1989,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,1989,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,1989,1,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,1989,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,1989,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,1989,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,1989,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,1989,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,1989,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,1989,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,1989,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,1989,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,1989,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,1989,0,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,1989,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,1990,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,1990,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,1990,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,1990,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,1990,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,1990,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,1990,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,1990,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,1990,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,1990,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,1990,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,1990,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,1990,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,1990,1,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,1990,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,1990,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,1990,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,1990,0,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,1990,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,1990,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,1990,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,1990,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,1990,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,1990,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,1990,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,1990,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,1990,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,1990,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,1990,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,1990,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,1990,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,1990,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,1990,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,1990,1,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
